Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
aandachtseconomie	substantief	1.0	945237	949219	economie of samenleving waarin het trekken en behouden van aandacht van consumenten of mensen in het algemeen centraal staat	economie gericht op aandacht	economie die gericht is op het geven van aandacht aan iets	0.7519084215164185	0.7179364562034607	0.7345298528671265	0.6218149662017822	0.6872395873069763	0.7903529405593872
aandachtsspanne	substantief	1.0	826702	877155	mate waarin of tijd gedurende welke iemand geconcentreerd blijft of zijn aandacht ergens bij kan houden, bijvoorbeeld om te lezen, luisteren, studeren, etc.	mate waarin iemand geconcentreerd blijft	mate waarin iemand geconcentreerd blijft bij iets	0.8341922163963318	0.6672422289848328	0.7414352893829346	0.7601572871208191	0.7383300065994263	0.9263982772827148
aandeelhouderswaarde	substantief	1.0	769	770	waarde die een onderneming of een bedrijf vertegenwoordigt in de ogen van mogelijke investeerders en die vooral wordt beïnvloed door de omvang en de winstgevendheid van die onderneming of dat bedrijf	waarde van een onderneming	waarde die een onderneming heeft als gevolg van de aandeelhouders van die onderneming	0.8312062621116638	0.727798342704773	0.7760728597640991	0.6237654089927673	0.6273589134216309	0.5350754857063293
aandelenleaseproduct	substantief	1.0	235704	235706	financieel product waarbij er belegd wordt met aandelen die gekocht zijn met geleend geld	beleggingsproduct gekocht met geleend geld	beleggingsproduct dat wordt gekocht met geleend geld	0.8633840084075928	0.8358428478240967	0.8493902087211609	0.8548557758331299	0.7294756174087524	0.9315896034240723
aankomstdatum	substantief	1.0	1058	1059	datum waarop iemand (of een groep van personen) of iets geacht wordt of werd aan te komen	datum waarop iemand of iets aankomt	datum waarop iemand of iets aankomt	0.8971306085586548	0.7956408262252808	0.8433433175086975	0.7484336495399475	0.782853364944458	0.9319186210632324
aankoopfraude	substantief	1.0	529059	529060	vorm van fraude die gepleegd wordt bij de aankoop van goederen of diensten, waarbij deze meestal niet geleverd worden, terwijl de klant er wel voor betaald heeft	fraude bij aankopen	fraude bij het kopen van iets	0.8067005276679993	0.6856114268302917	0.741243302822113	0.5901151299476624	0.6894676685333252	0.7872130870819092
aanmaningsbrief	substantief	1.0	519713	519714	brief waarin de ontvanger aangemaand wordt iets te doen, bijvoorbeeld een openstaande rekening te betalen, een besteld product te leveren, een belofte na te komen e.d.	brief met een aanmaning	brief waarin een aanmaning wordt gegeven	0.7847921848297119	0.6500121355056763	0.711071789264679	0.4987863600254059	0.8054181933403015	0.9242982864379883
aanpassingsmoeilijkheden	substantief	1.0	482915	610656	moeilijkheden die zich voordoen als iemand zich probeert aan te passen aan veranderde omstandigheden	moeilijkheden bij het zich aanpassen	moeilijkheden die iemand heeft bij het zich aanpassen aan iets nieuws	0.8117614984512329	0.783495306968689	0.7973779439926147	0.8600558638572693	0.8155118227005005	0.959538459777832
aanschietende zee	verbinding	1.0	900294	900295	in nautische of weerkundige zin ook specifieker ter aanduiding van de golfslag bij een windkracht van 6 beaufort en golven van 2,5 tot 4 meter	matige golving van het zeeoppervlak	matige golving van het zeeoppervlak, vooral in de noordelijke helft van de Atlantische Oceaan	0.6650621294975281	0.6265397071838379	0.6452264189720154	0.5249997973442078	0.5331530570983887	0.31692275404930115
aantr.	adjectief	1.0	1590	1591	ook wel: aantrekkelijk	aantrekkelijk(e)	aantrekkelijk(e) voor iemand	0.7462579011917114	0.7814993262290955	0.7634721398353577	0.6721382737159729	0.5119601488113403	0.6291846632957458
aanwezig	adjectief	1.0	1760	1761	zich ergens bevindend voor gebruik beschikbaar op een bepaalde plaats	zich ergens bevindend beschikbaar opvallend of overheersend	zich ergens bevindend beschikbaar opvallend of overheersend	0.7710093259811401	0.7855219841003418	0.7781980037689209	0.6266257166862488	0.600978672504425	0.8215194344520569
aanwezig	adjectief	1.1	1760	563692	voor gebruik beschikbaar op een bepaalde plaats	beschikbaar	aanwezig in iets of iemand	0.7259137630462646	0.7259957790374756	0.7259547710418701	0.47271016240119934	0.5974850058555603	0.5729494094848633
aanwezig	adjectief	1.2	1760	563683	sterk de aandacht op zich vestigend	opvallend of overheersend	opvallend of overheersend	0.6557837724685669	0.6447456479072571	0.6502178311347961	0.6533124446868896	0.6705769300460815	0.913104772567749
aardappelgeweer	substantief	1.0	284958	284959	op een geweer lijkend schiettuig waarmee aardappels en gelijkaardige voorwerpen weggeschoten kunnen worden	schiettuig	schiettuig dat lijkt op een aardappelgeweer	0.8190332651138306	0.7117212414741516	0.7616156935691833	0.629742443561554	0.6189084649085999	0.7071237564086914
aardappelpuree	substantief	1.0	1879	1880	gerecht dat bestaat uit puree van aardappelen	puree van aardappelen	puree van aardappelen	0.9328858256340027	0.835913360118866	0.8817414045333862	0.8391061425209045	0.7639784812927246	0.9327934980392456
aardgasbus	substantief	1.0	226574	226577	autobus die op aardgas rijdt en daardoor milieuvriendelijker en goedkoper in gebruik is	autobus die op aardgas rijdt	autobus die op aardgas rijdt	0.9264387488365173	0.697803258895874	0.7960290908813477	0.7623170614242554	0.7665263414382935	0.9587587118148804
aardolieproduct	substantief	1.0	2000	2001	product waarin aardolie de belangrijkste grondstof is	product van aardolie	product dat gemaakt is van aardolie	0.8204730749130249	0.7822674512863159	0.8009148836135864	0.7763773798942566	0.738200843334198	0.9633212089538574
aardvarken	substantief	1.0	209684	209685	zoogdier met een snuit die sterk lijkt op die van een varken en met lange, spitse oren als van een ezel, dat leeft in Midden-Afrika en zuidelijk Afrika	Afrikaans zoogdier met varkenssnuit	Afrikaans zoogdier met een snuit die lijkt op die van een varken	0.917609453201294	0.7819390892982483	0.8443592190742493	0.6789926886558533	0.7355008721351624	0.8166688680648804
Abcoudens	adjectief	2.0	563046	563091	van een sportclub, vereniging of andere groep uit Abcoude	van een club e.d. uit Abcoude	van een sportclub, vereniging of andere groep uit Abcoude	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9692488312721252	0.602122962474823	0.9547803401947021
aberratie	substantief	1.0	2159	310853	optisch verschijnsel waarbij lichtstralen na breking in een lens, lenzenstelsel of spiegel niet samenvallen in een brandpunt, waardoor een wat onscherpe afbeelding ontstaat	afwijking van de ideale beeldvorming	afwijking van de ideale beeldvorming van iets of iemand	0.6965092420578003	0.6485055685043335	0.671650767326355	0.4897758960723877	0.7358756065368652	0.5183565616607666
aberratie	substantief	2.0	2159	2161	verschijnsel waarbij sterrenlicht niet exact van de bron lijkt te komen voor een bewegende waarnemer, waardoor de waarnemer sterren op andere plaatsen ziet, dan waar zij zich werkelijk bevinden	schijnbare verplaatsing van de sterren	schijnbare verplaatsing van de sterren in de hemel	0.705825686454773	0.657190203666687	0.6806402206420898	0.5246809124946594	0.5254144668579102	0.8331845998764038
aberratie	substantief	3.0	2159	2160	iets dat afwijkt of afdwaalt van wat normaal gevonden wordt	afwijking	afwijking van iets of iemand	0.7403824329376221	0.6800218820571899	0.7089196443557739	0.620770275592804	0.7016206383705139	0.8218681812286377
abonnementhouder	substantief	1.0	2207	2208	iemand die ergens een abonnement voor heeft, bv. voor de trein of voor de dierentuin, meestal met een bijbehorende abonnementskaart die op verzoek getoond moet worden	iemand met een abonnement	iemand die een abonnement heeft op iets	0.8437452912330627	0.678862452507019	0.7523762583732605	0.5988532900810242	0.819426953792572	0.9197332859039307
absint	substantief	1.0	2380	2381	meestal groene likeur, bereid op basis van o.a. alsem en anijs	kruidenlikeur	kruidenlikeur die gemaakt wordt van azijn, suiker, alcohol en suikerwater	0.7300071716308594	0.7113471031188965	0.7205563187599182	0.6901630759239197	0.5611836910247803	0.5128890872001648
abstinent	adjectief	1.0	2414	2416	zich vrijwillig onthoudend van verslavende genotsmiddelen zoals alcohol en drugs, of van seksuele omgang	zich ergens van onthoudend	zich ergens van onthoudend	0.7959598302841187	0.6587128043174744	0.7208617925643921	0.33956289291381836	0.7193065285682678	0.7725247740745544
abstinent	substantief	2.0	2414	2415	iemand die zich vrijwillig onthoudt van verslavende genotsmiddelen zoals alcohol en drugs, of van seksuele omgang	iemand die zich ergens van onthoudt	iemand die zich ergens van onthoudt	0.8553253412246704	0.7048999071121216	0.7728611826896667	0.3682471811771393	0.7956980466842651	0.8919728994369507
abstinentie	substantief	1.0	2419	2420	vrijwillige onthouding, vooral van verslavende genotmiddelen als alcohol en drugs, of van seksuele omgang	vrijwillige onthouding	vrijwillige onthouding van een bepaalde activiteit	0.7716443538665771	0.6939904689788818	0.7307602167129517	0.6806957125663757	0.7563655972480774	0.8799183964729309
abstinentie	substantief	2.0	2419	2421	het bewust afzien van een daad die men kan stellen of van een recht dat men heeft	afstand van rechten	afstand van rechten en verplichtingen	0.7148644924163818	0.6806826591491699	0.6973549723625183	0.48814746737480164	0.6503501534461975	0.7029505372047424
accent circonflexe	substantief	1.0	466369	603747	teken ^ dat vooral gebruikt wordt in de spelling van Franse woorden en Franse leenwoorden als operator gebruikt symbool waarmee in een formule wordt aangegeven dat een getal verheven moet worden tot een bepaalde macht	teken ^ in spelling symbool in een wiskundige formule	teken ^ in spelling symbool in een wiskundige formule dat bestaat uit een driehoekige pijl die in het midden van een reeks cijfers wordt geplaatst symbool dat bestaat uit een driehoekige pijl die in het midden van een reeks cijfers wordt geplaatst symbool dat bestaat uit een driehoekige pijl die in het midden van een reeks cijfers wordt geplaatst	0.6432626247406006	0.6576226353645325	0.6503633856773376	0.47874000668525696	0.44932475686073303	0.20517078042030334
accent circonflexe	substantief	1.1	466369	603762	als operator gebruikt symbool waarmee in een formule wordt aangegeven dat een getal verheven moet worden tot een bepaalde macht	symbool in een wiskundige formule	symbool in een wiskundige formule dat bestaat uit een cirkelvormige klank	0.7345658540725708	0.7180154323577881	0.7261964082717896	0.5502957105636597	0.48804935812950134	0.29414159059524536
acceptant	substantief	1.0	2511	2512	iemand die met een handtekening een wissel heeft geaccepteerd en zich daardoor heeft verbonden deze op de vervaldag te betalen	accepteerder van wissel	iemand die een wissel accepteert	0.8509513139724731	0.6993327140808105	0.767727792263031	0.4723084270954132	0.7140471339225769	0.8831331729888916
acceptant	substantief	2.0	2511	2513	iemand die voor zijn beroep bij een verzekeringsmaatschappij de aanvragen voor verzekeringen behandelt	verzekeringsmedewerker	iemand die zich voor zijn beroep bezighoudt met het accepteren van verzekeringen	0.7948484420776367	0.7778825759887695	0.7862740159034729	0.7723880410194397	0.6858868598937988	0.9057137966156006
acceptant	substantief	3.0	2511	2514	bedrijf dat betaling met een bepaalde betaalkaart accepteert	aannemer van betaalkaart	iemand die voor zijn beroep een betaalkaart accepteert	0.8668338656425476	0.8717389106750488	0.8692793846130371	0.8009895086288452	0.6352404356002808	0.7651282548904419
acces	substantief	1.0	2529	2530	plaats die door haar hogere ligging aan legereenheden een doorgang biedt in onder water gezet gebied	doorgang	doorgang, toegang tot iets of iemand	0.6568688154220581	0.5971999764442444	0.6256148219108582	0.38379502296447754	0.7375921010971069	0.46310892701148987
accordeonfile	substantief	1.0	340340	340341	file die bestaat uit delen waar de automobilisten stilstaan en delen waar zij ineens weer een stuk kunnen doorrijden	file die in en uit elkaar schuift	file die in en uit elkaar schuift, bijvoorbeeld bij een accordeon	0.6757541298866272	0.6832231879234314	0.6794681549072266	0.3635176420211792	0.5136047601699829	0.44518208503723145
achter de geraniums zitten	verbinding	1.0	914356	916989	een weinig actief leven leiden	thuis zitten	zich thuis bevinden	0.6968555450439453	0.689468264579773	0.6931422352790833	0.3040482699871063	0.4910949766635895	0.6773102879524231
achtergronddanser	substantief	1.0	265398	265399	danser die uit liefhebberij of als beroep op de achtergrond danst bij het optreden van een artiest	danser op de achtergrond	iemand die op de achtergrond danst	0.8583997488021851	0.7242510318756104	0.7856400012969971	0.5307850241661072	0.7528842091560364	0.8844990730285645
actief faalangstige	verbinding	1.0	903284	903287	iemand die zich extra, soms zelfs te veel, inspant om goede resultaten te halen omdat hij denkt dat dit anders niet zal lukken	iemand met positieve faalangst	iemand die positieve faalangst heeft	0.7104533910751343	0.6393578052520752	0.6730332374572754	0.2994556427001953	0.6439653635025024	0.536350429058075
actiegericht	adjectief	1.0	3209	3210	afgestemd op, aanzettend tot het ondernemen van actie	gericht op actie	gericht op actie	0.7900128364562988	0.6851972341537476	0.7338813543319702	0.6619042158126831	0.5624380111694336	0.8822226524353027
actieveling	substantief	1.0	3229	645337	iemand die actief is op enig gebied, bijvoorbeeld in het verenigingsleven, in het vrijwilligerswerk e.d.	iemand die actief is	iemand die actief is in iets	0.8072418570518494	0.6427929401397705	0.7156922817230225	0.7097122669219971	0.6572223901748657	0.8259665966033936
actieveling	substantief	2.0	3229	3230	iemand die voordurend in de weer is	iemand die buitengewoon actief is	iemand die buitengewoon actief is	0.8462914228439331	0.8120561838150024	0.8288204073905945	0.7150140404701233	0.7074050903320312	0.9536701440811157
acuut	adjectief	1.0	3320	3321	plotseling optredend, vaak met hevige verschijnselen, maar van tijdelijke aard	niet chronisch	niet langdurig of chronisch	0.6898667812347412	0.6455637216567993	0.6669803857803345	0.5358334183692932	0.7169967293739319	0.665368914604187
acuut	adjectief	3.0	3320	3322	plotseling in verscherpte vorm optredend en onmiddellijk ingrijpen vereisend	plotseling optredend	plotseling optredend	0.8710911273956299	0.731998860836029	0.7955108284950256	0.6920948624610901	0.6960924863815308	0.6551147699356079
acuut	adjectief	2.1	3320	572728	voor patiënten met een spoedeisende aandoening	voor spoedeisende aandoeningen	voor spoedeisende aandoeningen	0.9250191450119019	0.8554349541664124	0.8888672590255737	0.7049379944801331	0.5521883964538574	0.8889111280441284
ad absurdum	adjectief	1.0	362995	362999	op een zodanige wijze dat het absurd geworden is, dat het absurde, belachelijke gevolgen heeft	tot in het absurde	tot in het absurde	0.7802956700325012	0.6900854110717773	0.7324233055114746	0.5537036657333374	0.7655355334281921	0.753679633140564
ad limina apostolorum	substantief	1.1	363305	363326	bezoek aan Rome dat eens in de vijf jaren door de bisschoppen afgelegd moet worden om aan de paus verslag te doen van hetgeen zich in hun bisdom en in de kerkprovincie heeft afgespeeld (en om de graven van de apostelen Paulus en Petrus te bezoeken)	verplicht bezoek van bisschoppen aan Rome	verplicht bezoek van de bisschoppen aan Rome, vooral in de eerste helft van het jaar	0.7651870846748352	0.6695048213005066	0.7141553163528442	0.6378024220466614	0.5505620241165161	0.3664134740829468
ADD'er	substantief	1.0	230514	230519	iemand die aan de aandachtsstoornis ADD (Attention Deficit Disorder) lijdt, wat zich kenmerkt door aandachts- en concentratieproblemen en die daardoor langzaam en traag maar vaak juist wel zeer intelligent is	iemand met ADD	iemand met autismespectrumstoornis (ADD)	0.7579061388969421	0.5965664386749268	0.6676271557807922	0.4350505769252777	0.7873739004135132	0.7839689254760742
addison	substantief	1.0	490876	492855	ernstige, maar zeldzame ziekte die veroorzaakt wordt door een verminderde functie van de bijnierschors, waardoor een tekort ontstaat aan de hormonen aldosteron en cortisol, met als meest kenmerkende symptoom een oranje of bruine verkleuring van de huid	ziekte van Addison	ziekte die wordt veroorzaakt door een afname van de enzymen van het hormoon Addison	0.8273981809616089	0.7066426277160645	0.7622676491737366	0.5246127247810364	0.6463446617126465	0.28262901306152344
ademhalingsmoeilijkheden	substantief	1.0	445382	610675	moeilijkheden die persoon of dier ondervindt bij het ademhalen	moeilijkheden bij het ademhalen	moeilijkheden bij het ademhalen	0.9419101476669312	0.7976283431053162	0.8637857437133789	0.757384717464447	0.7450186014175415	0.9200924634933472
ader	substantief	1.0	3442	3443	bloedvat bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat bloedvat richting hart ader als baan voor gevoelens	bloedvat dat zich in het hart bevindt bloedvat dat zich in het hart bevindt en dat dient om gevoelens en gedachten te beïnvloeden	0.7071927785873413	0.7264053225517273	0.7166703343391418	0.5429909825325012	0.41928741335868835	0.35906046628952026
ader	substantief	2.0	3442	560565	nauwe doorgang in de aardkorst waaruit water opwelt	nauwe doorgang in de aardkorst	nauwe doorgang in de aardkorst die zich kenmerkt door een zeer nauwe verbinding tussen de aarde en de aardkorst, die zich kenmerkt door een zeer nauwe verbinding tussen de aarde en de aardkorst	0.7197501063346863	0.7926963567733765	0.7544641494750977	0.48667654395103455	0.4868771433830261	0.4008273482322693
ader	substantief	3.0	3442	560567	lange, smalle laag in de aardkorst die een delfstof bevat	smalle laag in de aardkorst	smalle laag in de aardkorst die zich bevindt in de bodem van de aarde	0.83148193359375	0.8267327547073364	0.8291005492210388	0.795168936252594	0.5846904516220093	0.6892653703689575
ader	substantief	4.0	3442	560568	belangrijke verbinding of weg in een landschap	verbinding of weg	verbinding of weg tussen twee of meer zaken	0.7740663290023804	0.8054659366607666	0.7894540429115295	0.6006790399551392	0.6456002593040466	0.8376200199127197
ader	substantief	5.0	3442	560569	dunne, kronkelende streep in hout, steen enz.	dunne, kronkelende streep	dunne, kronkelende streep in een lichaamsdeel, bijvoorbeeld in de huid	0.7771229147911072	0.7783920764923096	0.777756929397583	0.7831429839134216	0.7005906105041504	0.7256933450698853
ader	substantief	6.0	3442	560570	met een isolerende stof omgeven draad in een kabel	draad in een kabel	draad in een kabel die dient om een elektrische verbinding te maken	0.7934303283691406	0.8205629587173462	0.806768536567688	0.61519855260849	0.5524888634681702	0.7460493445396423
ader	substantief	7.0	3442	560571	fijnere vertakking van de bladnerven	bladader	bladader van een plant of dier	0.677435040473938	0.6753393411636353	0.6763855218887329	0.46822449564933777	0.6945761442184448	0.4349246919155121
ader	substantief	8.0	3442	560572	vertakking van het chitinegeraamte in insectenvleugels	vertakking van het chitinegeraamte	vertakking van het chitinegeraamte in het lichaam van een mens	0.8962444067001343	0.8789629936218262	0.8875195980072021	0.7963412404060364	0.4389546513557434	0.6157349348068237
ader	substantief	1.1	3442	560271	bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat richting hart	bloedvat dat de bloedvloeiing naar het hart brengt	0.7975978851318359	0.7661106586456299	0.7815372347831726	0.6926510334014893	0.7213544249534607	0.8772908449172974
ader	substantief	1.2	3442	560573	ader beschouwd als baan voor gevoelens en aandoeningen	ader als baan voor gevoelens	orgaan dat dient als baan voor gevoelens, gedachten, gevoelens en gedachtegoed	0.8122882843017578	0.8264060020446777	0.8192863464355469	0.5811102390289307	0.3946090340614319	0.5270492434501648
adhesie	substantief	1.0	3450	3451	aantrekkingskracht tussen moleculen van verschillende stoffen, bv. van een vloeistof en een vaste stof, of tussen oppervlakken van verschillende zaken	aantrekkingskracht tussen moleculen	aantrekkingskracht tussen twee moleculen, bijvoorbeeld moleculen van een vloeistof of een stof, die zich kenmerkt door een sterke aantrekkingskracht tussen twee moleculen	0.8092777132987976	0.8186911344528198	0.8139572143554688	0.6877024173736572	0.5854383707046509	0.5575080513954163
adhesie	substantief	2.0	3450	3452	vergroeiing of verkleving van of in organen of andere lichaamsdelen	orgaanvergroeiing	orgaanvergroeiing tussen twee of meer orgaandelen	0.7350358963012695	0.7244981527328491	0.7297289967536926	0.5915301442146301	0.5744974613189697	0.8313276767730713
ad-hocbeleid	substantief	1.0	364634	364635	beleid dat niet gestoeld is op vastgestelde regels, plannen en doelstellingen, maar dat gekenmerkt wordt door het nemen van incidentele, voor een bijzonder geval geldende beslissingen of maatregelen	incidenteel beleid	beleid dat gericht is op het oplossen van incidentele problemen	0.7998612523078918	0.6950720548629761	0.7437939643859863	0.6580476760864258	0.6896626949310303	0.8667640686035156
ad-hocbeslissing	substantief	1.0	366929	366936	beslissing die ter plekke, onmiddellijk, zonder gepland te zijn genomen wordt voor een speciale gelegenheid of in een speciaal geval, maar niet structureel van aard is	gelegenheidsbeslissing	beslissing die wordt genomen om een bepaald doel te bereiken	0.8183063864707947	0.6702148914337158	0.7368938326835632	0.5840184688568115	0.5322572588920593	0.32116061449050903
ADIV	substantief	1.0	326937	326943	Algemene Dienst Inlichting en Veiligheid, Belgische dienst die onderzoek doet naar en inlichtingen verzamelt over militaire zaken	Algemene Dienst Inlichting en Veiligheid	Algemene Dienst Inlichting en Veiligheid, Nederlandse overheidsdienst die zich bezighoudt met het geven van inlichtingen en veiligheidsadvies	0.8316869139671326	0.854004442691803	0.8426979780197144	0.8719044327735901	0.7728549838066101	0.9037631750106812
administratief recht	verbinding	1.0	904577	904578	het geheel van rechtsregels omtrent de organisatie, de bevoegdheden en de werking van de uitvoerende macht, het bestuur	bestuursrecht	recht dat zich bezighoudt met het bestuur van een organisatie	0.710608720779419	0.6919552087783813	0.7011579275131226	0.6375129222869873	0.6605963110923767	0.7413424253463745
