Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
aal	substantief	B.1.0	550	554	katholieke geestelijke die verbonden is aan een legerafdeling en die belast is met pastoraal werk en begeleiding en ondersteuning van militairen	aalmoezenier	iemand die voor zijn beroep als aalmoezenier werkzaam is	0.6667371392250061	0.6526663899421692	0.6596267223358154	0.40678873658180237	0.510876476764679	0.3494436740875244
aal	substantief	C.1.0	550	485623	vloeibare mest	mestvocht	vloeistof die men aan mest toevoegt om deze vloeibaar te houden	0.6501055359840393	0.7595455050468445	0.7005772590637207	0.6654627919197083	0.6520776748657227	0.6616309881210327
aal	substantief	A.1.1	550	555	door de mens als voedsel geconsumeerde aal	aal als voedsel	zeer smaakvolle consumptievis uit de Noordzee of de Middellandse Zee	0.6791602373123169	0.701480507850647	0.6901399493217468	0.5536624193191528	0.4477483928203583	0.4432933032512665
aalglad	adjectief	1.0	558	229438	kaal met zeer weinig weerstand, waardoor je kunt uitglijden	zonder enige hobbel of rimpel erg glibberig	zonder enige hobbel of rimpel glad en glibberig	0.6551157236099243	0.6548817157745361	0.6549986600875854	0.48176053166389465	0.6644774079322815	0.7072397470474243
aalglad	adjectief	2.0	558	559	niet te verslaan	supersnel	op een zeer snelle wijze	0.6780333518981934	0.6927542686462402	0.6853147745132446	0.50244140625	0.5708862543106079	0.5464719533920288
aalglad	adjectief	3.0	558	229439	communicatief zeer sterk	niet te vangen	niet te vangen, niet te vangen, niet te vangen	0.5743941068649292	0.6470780372619629	0.6085735559463501	0.22097131609916687	0.30668413639068604	0.2034405767917633
aalglad	adjectief	4.0	558	229448	goed in elkaar zittend	(te) gelikt	met een gladde, glanzende huid	0.642274796962738	0.6875835657119751	0.6641573905944824	0.4244658946990967	0.5090067386627197	0.260769784450531
aalglad	adjectief	1.1	558	232192	met zeer weinig weerstand, waardoor je kunt uitglijden	erg glibberig	erg glad en glibberig	0.6351633071899414	0.6279948949813843	0.6315587759017944	0.36949214339256287	0.5023055672645569	0.9070959091186523
Aalstenaar	substantief	1.0	576	577	inwoner van de stad Aalst iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Aalst	iemand uit Aalst lid e.d. van een club uit Aalst	inwoner van Aalst iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Aalst	0.9797151684761047	0.9663047790527344	0.972963809967041	0.9375801682472229	0.7695902585983276	0.9465982913970947
Aalstenaar	substantief	1.1	576	530830	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Aalst	lid e.d. van een club uit Aalst	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Aalst	1.0	1.0	1.0	0.9689759016036987	0.7803990840911865	0.9703125953674316
aanbiddingszanger	substantief	1.0	493255	493257	zanger die religieuze, meestal christelijke, liederen zingt	zanger van religieuze liederen	iemand die voor zijn beroep of uit liefhebberij religieuze liederen zingt	0.7487371563911438	0.8143282532691956	0.7801565527915955	0.7757404446601868	0.8175020217895508	0.955268383026123
aanblijfpremie	substantief	1.0	232086	232087	premie die uitgeloofd wordt als iemand aanblijft in een bepaalde functie, meestal een belangrijke functie	premie voor een functionaris die aanblijft	premie die een functionaris krijgt als hij aanblijft bij zijn werkgever	0.8129823207855225	0.7683484554290771	0.7900354862213135	0.852730929851532	0.8327118158340454	0.9553401470184326
aandachtsboog	substantief	1.0	232103	232107	mate waarin of tijd gedurende welke iemand geconcentreerd blijft of zijn aandacht ergens bij kan houden, bijvoorbeeld om te lezen, luisteren, studeren, etc.	mate waarin iemand geconcentreerd blijft	mate waarin iemand geconcentreerd blijft of zijn aandacht ergens bij kan houden	0.9327178597450256	0.7584966421127319	0.8366335034370422	0.8187835216522217	0.6214763522148132	0.9501550197601318
aandachtseconomie	substantief	1.0	945237	949219	economie of samenleving waarin het trekken en behouden van aandacht van consumenten of mensen in het algemeen centraal staat	economie gericht op aandacht	economie waarin niet zozeer een product centraal staat, maar een dienst of een belevenis	0.7189109325408936	0.7258590459823608	0.7223682999610901	0.6752741932868958	0.7870579957962036	0.5404247641563416
aandachtsspanne	substantief	1.0	826702	877155	mate waarin of tijd gedurende welke iemand geconcentreerd blijft of zijn aandacht ergens bij kan houden, bijvoorbeeld om te lezen, luisteren, studeren, etc.	mate waarin iemand geconcentreerd blijft	mate waarin iemand geconcentreerd blijft of zijn aandacht ergens bij kan houden	0.9327178597450256	0.7584966421127319	0.8366335034370422	0.8218638300895691	0.7094984650611877	0.9562833309173584
aandeelhouderswaarde	substantief	1.0	769	770	waarde die een onderneming of een bedrijf vertegenwoordigt in de ogen van mogelijke investeerders en die vooral wordt beïnvloed door de omvang en de winstgevendheid van die onderneming of dat bedrijf	waarde van een onderneming	waarde die de aandelen van een onderneming vertegenwoordigen	0.8475832939147949	0.7350937128067017	0.7873408794403076	0.6007822155952454	0.5725522637367249	0.609492301940918
aandelenleaseproduct	substantief	1.0	235704	235706	financieel product waarbij er belegd wordt met aandelen die gekocht zijn met geleend geld	beleggingsproduct gekocht met geleend geld	beleggingsproduct, meestal een aandeel, dat iemand tegen betaling van een bepaald bedrag gedurende een bepaalde periode kan houden	0.7143291234970093	0.7165956497192383	0.7154605984687805	0.7097970247268677	0.7064169645309448	0.7281700968742371
aankomstdatum	substantief	1.0	1058	1059	datum waarop iemand (of een groep van personen) of iets geacht wordt of werd aan te komen	datum waarop iemand of iets aankomt	datum waarop iemand of iets aankomt of moet aankomen	0.8935406804084778	0.8208935260772705	0.8556779026985168	0.7913779616355896	0.7031348347663879	0.8951469659805298
aankoopfraude	substantief	1.0	529059	529060	vorm van fraude die gepleegd wordt bij de aankoop van goederen of diensten, waarbij deze meestal niet geleverd worden, terwijl de klant er wel voor betaald heeft	fraude bij aankopen	fraude die betrekking heeft op de aankoop van producten of diensten	0.8895153403282166	0.7658809423446655	0.8230813145637512	0.7155941128730774	0.7522603869438171	0.9157581329345703
aanmaningsbrief	substantief	1.0	519713	519714	brief waarin de ontvanger aangemaand wordt iets te doen, bijvoorbeeld een openstaande rekening te betalen, een besteld product te leveren, een belofte na te komen e.d.	brief met een aanmaning	brief waarin iemand wordt aangemaand om betaling van een schuldvordering e.d.	0.7929915189743042	0.716191291809082	0.7526372671127319	0.6862942576408386	0.731907069683075	0.8378416299819946
aanpassingsmoeilijkheden	substantief	1.0	482915	610656	moeilijkheden die zich voordoen als iemand zich probeert aan te passen aan veranderde omstandigheden	moeilijkheden bij het zich aanpassen	moeilijkheden die men ondervindt bij het zich aanpassen aan een nieuwe omgeving of een nieuwe situatie	0.7984168529510498	0.8059290647506714	0.8021553754806519	0.8814157247543335	0.8102865219116211	0.9689764976501465
aanschietende zee	verbinding	1.0	900294	900295	in nautische of weerkundige zin ook specifieker ter aanduiding van de golfslag bij een windkracht van 6 beaufort en golven van 2,5 tot 4 meter	matige golving van het zeeoppervlak	soms ook specifieker in nautische of weerkundige zin ter aanduiding van de golfslag bij een windkracht van 7 beaufort en golven van 2 tot 3 meter	0.9709543585777283	0.9616997838020325	0.9663048982620239	0.8989947438240051	0.4936651885509491	0.7131661772727966
aantr.	adjectief	1.0	1590	1591	ook wel: aantrekkelijk	aantrekkelijk(e)	aantrekkingskracht hebbend op	0.7012196183204651	0.6774998903274536	0.6891556978225708	0.4134666621685028	0.533115565776825	0.40159904956817627
aanwezig	adjectief	1.0	1760	1761	zich ergens bevindend voor gebruik beschikbaar op een bepaalde plaats	zich ergens bevindend beschikbaar opvallend of overheersend	zich ergens bevindend zich ergens bevindend beschikbaar opvallend of overheersend	0.7158178091049194	0.7053868770599365	0.7105640172958374	0.5873100161552429	0.47199371457099915	0.5719336867332458
aanwezig	adjectief	1.1	1760	563692	voor gebruik beschikbaar op een bepaalde plaats	beschikbaar	beschikbaar voor iemand of iets	0.7436177134513855	0.756962239742279	0.7502306699752808	0.5337902903556824	0.6722745895385742	0.7637804746627808
aanwezig	adjectief	1.2	1760	563683	sterk de aandacht op zich vestigend	opvallend of overheersend	opvallend of overheersend in zeker opzicht	0.6541273593902588	0.6653547883033752	0.6596933603286743	0.639933705329895	0.5398540496826172	0.9085452556610107
aardappelgeweer	substantief	1.0	284958	284959	op een geweer lijkend schiettuig waarmee aardappels en gelijkaardige voorwerpen weggeschoten kunnen worden	schiettuig	schiettuig dat bestaat uit een lange loop met daaraan bevestigde patronen en dat vooral in de negentiende en in het begin van de twintigste eeuw veelvuldig werd gebruikt als wapen in de oorlog	0.6359796524047852	0.6780908107757568	0.6563605070114136	0.5157193541526794	0.46637439727783203	0.21661262214183807
aardappelpuree	substantief	1.0	1879	1880	gerecht dat bestaat uit puree van aardappelen	puree van aardappelen	puree van gekookte of gestoofde aardappelen	0.7622082233428955	0.8192650079727173	0.789707362651825	0.702806830406189	0.77605801820755	0.9284654855728149
aardgasbus	substantief	1.0	226574	226577	autobus die op aardgas rijdt en daardoor milieuvriendelijker en goedkoper in gebruik is	autobus die op aardgas rijdt	autobus die op aardgas rijdt en daardoor milieuvriendelijker en goedkoper in gebruik is	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9710482358932495	0.6943187713623047	0.9770189523696899
aardolieproduct	substantief	1.0	2000	2001	product waarin aardolie de belangrijkste grondstof is	product van aardolie	product dat wordt verkregen uit aardolie	0.7863261103630066	0.7845320701599121	0.7854280471801758	0.79500412940979	0.7533909678459167	0.9662685394287109
aardvarken	substantief	1.0	209684	209685	zoogdier met een snuit die sterk lijkt op die van een varken en met lange, spitse oren als van een ezel, dat leeft in Midden-Afrika en zuidelijk Afrika	Afrikaans zoogdier met varkenssnuit	Afrikaans zoogdier uit de familie der varkenssnuiten (Potulipotyphla)	0.6481513977050781	0.6216373443603516	0.6346175670623779	0.4358484447002411	0.502185583114624	0.3647695481777191
Abcoudens	adjectief	2.0	563046	563091	van een sportclub, vereniging of andere groep uit Abcoude	van een club e.d. uit Abcoude	van een sportclub, vereniging of andere groep uit Abcoude	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9688090682029724	0.6122037768363953	0.951414942741394
aberratie	substantief	1.0	2159	310853	optisch verschijnsel waarbij lichtstralen na breking in een lens, lenzenstelsel of spiegel niet samenvallen in een brandpunt, waardoor een wat onscherpe afbeelding ontstaat	afwijking van de ideale beeldvorming	afwijking van de ideale beeldvorming, bijvoorbeeld in de vorm van een vervorming van het beeld	0.7124738693237305	0.6681278944015503	0.6895886659622192	0.5520432591438293	0.6922081112861633	0.7219251394271851
aberratie	substantief	2.0	2159	2161	verschijnsel waarbij sterrenlicht niet exact van de bron lijkt te komen voor een bewegende waarnemer, waardoor de waarnemer sterren op andere plaatsen ziet, dan waar zij zich werkelijk bevinden	schijnbare verplaatsing van de sterren	schijnbare verplaatsing van de sterren als gevolg van de aardrotatie van de aarde	0.6915192604064941	0.6619021892547607	0.6763866543769836	0.5239470601081848	0.5592218637466431	0.8096703290939331
aberratie	substantief	3.0	2159	2160	iets dat afwijkt of afdwaalt van wat normaal gevonden wordt	afwijking	afwijking van een bepaalde waarde of een bepaalde waardeverhouding	0.6873313188552856	0.6838328838348389	0.6855776309967041	0.6172972321510315	0.7063008546829224	0.768606424331665
abonnementhouder	substantief	1.0	2207	2208	iemand die ergens een abonnement voor heeft, bv. voor de trein of voor de dierentuin, meestal met een bijbehorende abonnementskaart die op verzoek getoond moet worden	iemand met een abonnement	iemand die een abonnement heeft	0.902543842792511	0.6836628317832947	0.778001606464386	0.5011122822761536	0.8242008686065674	0.8918684720993042
absint	substantief	1.0	2380	2381	meestal groene likeur, bereid op basis van o.a. alsem en anijs	kruidenlikeur	kruidenlikeur op basis van absint, die als aperitief of als digestief wordt genuttigd	0.6889575123786926	0.723580539226532	0.7058447003364563	0.6217190027236938	0.6338024735450745	0.5307924747467041
abstinent	adjectief	1.0	2414	2416	zich vrijwillig onthoudend van verslavende genotsmiddelen zoals alcohol en drugs, of van seksuele omgang	zich ergens van onthoudend	zich ergens van onthoudend, zich ergens van onthoudend, zich ergens van onthoudend	0.6649492979049683	0.6121635437011719	0.6374655961990356	0.23783761262893677	0.4311789572238922	0.20137347280979156
abstinent	substantief	2.0	2414	2415	iemand die zich vrijwillig onthoudt van verslavende genotsmiddelen zoals alcohol en drugs, of van seksuele omgang	iemand die zich ergens van onthoudt	iemand die zich ergens van onthoudt, die zich ergens van onthoudt, die zich ergens van onthoudt, die zich ergens van onthoudt, die zich ergens van onthoudt, die zich ergens van onthoudt	0.6513445973396301	0.6169902682304382	0.6337022185325623	0.2324100136756897	0.4575788080692291	0.19302549958229065
abstinentie	substantief	1.0	2419	2420	vrijwillige onthouding, vooral van verslavende genotmiddelen als alcohol en drugs, of van seksuele omgang	vrijwillige onthouding	vrijwillige onthouding van een bepaalde leefstijl of een bepaalde leefstijl, bijvoorbeeld van alcohol, sigaretten of drugs	0.7628865838050842	0.7827504873275757	0.7726908922195435	0.5928698182106018	0.5456894636154175	0.4104689955711365
abstinentie	substantief	2.0	2419	2421	het bewust afzien van een daad die men kan stellen of van een recht dat men heeft	afstand van rechten	afstand van bepaalde rechten, bijvoorbeeld het recht op een uitkering, het recht op huisvesting, het recht op gezondheidszorg e.d.	0.6454092264175415	0.6660950183868408	0.6555889844894409	0.49697622656822205	0.6778565645217896	0.6474269032478333
accent circonflexe	substantief	1.0	466369	603747	teken ^ dat vooral gebruikt wordt in de spelling van Franse woorden en Franse leenwoorden als operator gebruikt symbool waarmee in een formule wordt aangegeven dat een getal verheven moet worden tot een bepaalde macht	teken ^ in spelling symbool in een wiskundige formule	teken ^ in de spelling symbool in een wiskundige formule, zoals het teken √	0.7868226170539856	0.6794841885566711	0.7292246222496033	0.522797703742981	0.4407799541950226	0.44491827487945557
accent circonflexe	substantief	1.1	466369	603762	als operator gebruikt symbool waarmee in een formule wordt aangegeven dat een getal verheven moet worden tot een bepaalde macht	symbool in een wiskundige formule	symbool dat in een wiskundige formule gebruikt wordt om een bepaalde waarde aan te geven	0.804711639881134	0.7715219259262085	0.7877672910690308	0.7675564289093018	0.5999839305877686	0.8351694345474243
acceptant	substantief	1.0	2511	2512	iemand die met een handtekening een wissel heeft geaccepteerd en zich daardoor heeft verbonden deze op de vervaldag te betalen	accepteerder van wissel	iemand die voor zijn beroep of uit liefhebberij wisselgeld aanneemt	0.7211816310882568	0.6882968544960022	0.7043556571006775	0.45735928416252136	0.6025304198265076	0.6009171009063721
acceptant	substantief	2.0	2511	2513	iemand die voor zijn beroep bij een verzekeringsmaatschappij de aanvragen voor verzekeringen behandelt	verzekeringsmedewerker	iemand die voor zijn beroep of uit liefhebberij werkzaam is in de acceptatieafdeling van een verzekeringsmaatschappij	0.799583911895752	0.8493591547012329	0.8237202167510986	0.7887908816337585	0.7248885631561279	0.8703567981719971
acceptant	substantief	3.0	2511	2514	bedrijf dat betaling met een bepaalde betaalkaart accepteert	aannemer van betaalkaart	iemand die voor zijn beroep of uit liefhebberij betaalkaarten aneemt	0.7260934710502625	0.7932039499282837	0.758166491985321	0.5660979151725769	0.5141533613204956	0.7703527212142944
acces	substantief	1.0	2529	2530	plaats die door haar hogere ligging aan legereenheden een doorgang biedt in onder water gezet gebied	doorgang	doorgang door een bepaalde plaats heen	0.6706657409667969	0.6382890939712524	0.6540769934654236	0.3783765137195587	0.5448620319366455	0.47401881217956543
accordeonfile	substantief	1.0	340340	340341	file die bestaat uit delen waar de automobilisten stilstaan en delen waar zij ineens weer een stuk kunnen doorrijden	file die in en uit elkaar schuift	file die in en uit elkaar schuift als gevolg van een ongeval	0.6893565058708191	0.6929458975791931	0.6911465525627136	0.4215278923511505	0.41492801904678345	0.6581419706344604
achter de geraniums zitten	verbinding	1.0	914356	916989	een weinig actief leven leiden	thuis zitten	binnen blijven	0.7618263959884644	0.7250664234161377	0.7429919838905334	0.3828981816768646	0.47757667303085327	0.5341295003890991
achtergronddanser	substantief	1.0	265398	265399	danser die uit liefhebberij of als beroep op de achtergrond danst bij het optreden van een artiest	danser op de achtergrond	danser die op de achtergrond danst in een dansvoorstelling	0.8721928000450134	0.7886308431625366	0.8283097147941589	0.6058629751205444	0.7523394823074341	0.897043764591217
actief faalangstige	verbinding	1.0	903284	903287	iemand die zich extra, soms zelfs te veel, inspant om goede resultaten te halen omdat hij denkt dat dit anders niet zal lukken	iemand met positieve faalangst	iemand die een positieve faalangst heeft	0.7156112194061279	0.6477317810058594	0.6799817085266113	0.3256920576095581	0.6429563164710999	0.5368058681488037
actiegericht	adjectief	1.0	3209	3210	afgestemd op, aanzettend tot het ondernemen van actie	gericht op actie	afgestemd op actie	0.8568662405014038	0.7487159371376038	0.7991486191749573	0.7412389516830444	0.5444748997688293	0.8940805196762085
actieveling	substantief	1.0	3229	645337	iemand die actief is op enig gebied, bijvoorbeeld in het verenigingsleven, in het vrijwilligerswerk e.d.	iemand die actief is	iemand die zich actief inzet voor iets	0.7536091208457947	0.6326769590377808	0.6878682971000671	0.7238505482673645	0.6922768950462341	0.8926299810409546
actieveling	substantief	2.0	3229	3230	iemand die voordurend in de weer is	iemand die buitengewoon actief is	iemand die zich buitengewoon actief gedraagt	0.7763499021530151	0.7881674766540527	0.7822141051292419	0.7585931420326233	0.7400021553039551	0.9391332864761353
acuut	adjectief	1.0	3320	3321	plotseling optredend, vaak met hevige verschijnselen, maar van tijdelijke aard	niet chronisch	geen chronische ziekte veroorzakend	0.6654691100120544	0.6558338403701782	0.660616397857666	0.5262519717216492	0.6682041883468628	0.25571274757385254
acuut	adjectief	3.0	3320	3322	plotseling in verscherpte vorm optredend en onmiddellijk ingrijpen vereisend	plotseling optredend	op een plotseling optredende wijze	0.7769243121147156	0.7166687846183777	0.7455810904502869	0.7144119143486023	0.7319008708000183	0.6712846159934998
acuut	adjectief	2.1	3320	572728	voor patiënten met een spoedeisende aandoening	voor spoedeisende aandoeningen	acute ziekte, acute aandoening, acute ziekte of acute aandoening	0.7228924632072449	0.6997425556182861	0.7111291289329529	0.3286096751689911	0.39893975853919983	0.2211662083864212
ad absurdum	adjectief	1.0	362995	362999	op een zodanige wijze dat het absurd geworden is, dat het absurde, belachelijke gevolgen heeft	tot in het absurde	(Latijn, letterlijk 'tot in het absurde') tot in het absurde	0.6605715155601501	0.6599037647247314	0.6602374315261841	0.4594622850418091	0.6499980688095093	0.7131918668746948
ad limina apostolorum	substantief	1.1	363305	363326	bezoek aan Rome dat eens in de vijf jaren door de bisschoppen afgelegd moet worden om aan de paus verslag te doen van hetgeen zich in hun bisdom en in de kerkprovincie heeft afgespeeld (en om de graven van de apostelen Paulus en Petrus te bezoeken)	verplicht bezoek van bisschoppen aan Rome	(Latijn, letterlijk 'naar de apostelen') verplicht bezoek van bisschoppen en abten aan Rome om daar de graven van de apostelen Paulus en Petrus te bezoeken	0.7674890160560608	0.7189785242080688	0.7424421906471252	0.6788619160652161	0.7703107595443726	0.41246798634529114
ADD'er	substantief	1.0	230514	230519	iemand die aan de aandachtsstoornis ADD (Attention Deficit Disorder) lijdt, wat zich kenmerkt door aandachts- en concentratieproblemen en die daardoor langzaam en traag maar vaak juist wel zeer intelligent is	iemand met ADD	iemand die de diagnose ADD (Attention Deficit Disorder) heeft	0.882555365562439	0.6685352325439453	0.7607799768447876	0.5846690535545349	0.7729132771492004	0.9007898569107056
addison	substantief	1.0	490876	492855	ernstige, maar zeldzame ziekte die veroorzaakt wordt door een verminderde functie van de bijnierschors, waardoor een tekort ontstaat aan de hormonen aldosteron en cortisol, met als meest kenmerkende symptoom een oranje of bruine verkleuring van de huid	ziekte van Addison	ernstige, zeldzame ziekte die veroorzaakt wordt door een verminderde functie van de lever, waardoor een tekort ontstaat aan bepaalde stofwisselingsproducten, zoals ijzer en koper	0.8638209700584412	0.7981249094009399	0.829674482345581	0.7284219861030579	0.7658657431602478	0.4266135096549988
ademhalingsmoeilijkheden	substantief	1.0	445382	610675	moeilijkheden die persoon of dier ondervindt bij het ademhalen	moeilijkheden bij het ademhalen	moeilijkheden die men ondervindt bij het ademhalen	0.9487581253051758	0.9041469693183899	0.925915539264679	0.8510671854019165	0.7803888916969299	0.9506436586380005
ader	substantief	1.0	3442	3443	bloedvat bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat bloedvat richting hart ader als baan voor gevoelens	bloedvat bloedvat richting hart ader als baan voor gevoelens	0.7615375518798828	0.7181622385978699	0.7392140626907349	0.5114283561706543	0.47120991349220276	0.3928327262401581
ader	substantief	2.0	3442	560565	nauwe doorgang in de aardkorst waaruit water opwelt	nauwe doorgang in de aardkorst	nauwe doorgang in de aardkorst	0.9451790452003479	0.8436720967292786	0.8915455937385559	0.7297241687774658	0.6305394172668457	0.9057234525680542
ader	substantief	3.0	3442	560567	lange, smalle laag in de aardkorst die een delfstof bevat	smalle laag in de aardkorst	smalle laag in de aardkorst, meestal in de vorm van een bandvormige structuur	0.8008317947387695	0.8458952903747559	0.8227469325065613	0.7762548327445984	0.6231271624565125	0.6553837060928345
ader	substantief	4.0	3442	560568	belangrijke verbinding of weg in een landschap	verbinding of weg	verbinding of weg tussen twee plaatsen of punten	0.8123814463615417	0.8158549666404724	0.8141144514083862	0.6572028994560242	0.6973208785057068	0.9078583717346191
ader	substantief	5.0	3442	560569	dunne, kronkelende streep in hout, steen enz.	dunne, kronkelende streep	dunne, kronkelende streep op een kaart of op een plattegrond	0.7804552912712097	0.7760035991668701	0.7782230377197266	0.7454019784927368	0.6267473697662354	0.4605937898159027
ader	substantief	6.0	3442	560570	met een isolerende stof omgeven draad in een kabel	draad in een kabel	draad die deel uitmaakt van een kabel	0.7267432808876038	0.7546535730361938	0.7404355406761169	0.6388511061668396	0.6808580160140991	0.916594386100769
ader	substantief	7.0	3442	560571	fijnere vertakking van de bladnerven	bladader	blad van een boom of plant	0.7020966410636902	0.6607379913330078	0.6807897090911865	0.4653181731700897	0.68434077501297	0.39402180910110474
ader	substantief	8.0	3442	560572	vertakking van het chitinegeraamte in insectenvleugels	vertakking van het chitinegeraamte	vertakking van het chitinegeraamte	0.9354396462440491	0.8361228704452515	0.8829972743988037	0.5693653225898743	0.45351341366767883	0.8744120597839355
ader	substantief	1.1	3442	560271	bloedvat waardoor bloed vanuit de weefsels in de richting van een van de hartboezems stroomt	bloedvat richting hart	bloedvat dat richting hart loopt	0.8297836780548096	0.7125307321548462	0.7667001485824585	0.6375940442085266	0.744459331035614	0.8932970762252808
ader	substantief	1.2	3442	560573	ader beschouwd als baan voor gevoelens en aandoeningen	ader als baan voor gevoelens	ader als baan voor gevoelens en emoties	0.929104745388031	0.9065183401107788	0.9176725745201111	0.7513715624809265	0.6044086217880249	0.9024722576141357
adhesie	substantief	1.0	3450	3451	aantrekkingskracht tussen moleculen van verschillende stoffen, bv. van een vloeistof en een vaste stof, of tussen oppervlakken van verschillende zaken	aantrekkingskracht tussen moleculen	aantrekkingskracht tussen de moleculen van twee of meer stoffen	0.8786358833312988	0.7747498750686646	0.8234291672706604	0.7914818525314331	0.7562551498413086	0.9441056251525879
adhesie	substantief	2.0	3450	3452	vergroeiing of verkleving van of in organen of andere lichaamsdelen	orgaanvergroeiing	vergroeiing van een orgaan met een ander orgaan	0.7749015092849731	0.7469499111175537	0.7606689929962158	0.6370227932929993	0.7639904618263245	0.9209778308868408
ad-hocbeleid	substantief	1.0	364634	364635	beleid dat niet gestoeld is op vastgestelde regels, plannen en doelstellingen, maar dat gekenmerkt wordt door het nemen van incidentele, voor een bijzonder geval geldende beslissingen of maatregelen	incidenteel beleid	beleid dat incidenteel en ad-hoc wordt uitgevoerd	0.7435536980628967	0.6290658116340637	0.6815351247787476	0.6368902921676636	0.7459700107574463	0.913740873336792
